set	sample_id	contig_id	ORF_ID	Best_Hit_ARO	ARO	Cut_Off	Best_Identities	Percentage_Length_of_Reference_Sequence	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Antibiotic	matched_to_genomad	genomad_context	chromosome_score	plasmid_score	virus_score
pilot8	ERR1713334	k141_47735	k141_47735_3 # 1874 # 3715 # 1 # ID=72866_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.274	vanW gene in vanI cluster	3003724	Strict	31.27	164.34	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.5764	0.3178	0.1057
pilot8	ERR1713334	k141_445437	k141_445437_3 # 1481 # 1636 # -1 # ID=73602_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.647	vanY gene in vanB cluster	3002956	Strict	51.02	19.03	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	plasmid_like	0.1643	0.7062	0.1295
pilot8	ERR1713334	k141_446061	k141_446061_2 # 535 # 1398 # -1 # ID=74541_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.316	aadS	3004683	Perfect	100.0	100.00	aminoglycoside antibiotic	antibiotic inactivation	ANT(6)	streptomycin	yes	chromosome_like	0.6966	0.2384	0.0651
pilot8	ERR1713334	k141_313594	k141_313594_1 # 102 # 596 # -1 # ID=74922_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.325	dfrF	3002867	Perfect	100.0	100.00	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	trimethoprim	yes	virus_like	0.2966	0.3258	0.3776
pilot8	ERR1713334	k141_380847	k141_380847_6 # 1314 # 2153 # 1 # ID=75933_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.717	vanY gene in vanM cluster	3002961	Strict	31.65	119.74	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.9547	0.0326	0.0127
pilot8	ERR1713334	k141_249546	k141_249546_2 # 746 # 2665 # -1 # ID=76164_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.531	tet(W)	3000194	Perfect	100.0	100.00	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	yes	plasmid_like	0.055	0.8363	0.1088
pilot8	ERR1713334	k141_117286	k141_117286_1 # 475 # 1341 # 1 # ID=77138_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.364	ESP-1	3003717	Strict	92.01	99.31	carbapenem	antibiotic inactivation	ESP beta-lactamase		yes	chromosome_like	0.9326	0.0436	0.0238
pilot8	ERR1713334	k141_51839	k141_51839_2 # 256 # 588 # 1 # ID=78615_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.520	qacJ	3007014	Strict	36.54	102.80	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	yes	chromosome_like	0.9613	0.0281	0.0106
pilot8	ERR1713334	k141_51914	k141_51914_3 # 2524 # 3990 # -1 # ID=78730_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.558	mdtP	3003550	Strict	98.16	100.00	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	acriflavine; puromycin	yes	plasmid_like	0.3192	0.5335	0.1474
pilot8	ERR1713334	k141_382929	k141_382929_1 # 185 # 1018 # 1 # ID=78900_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.663	vanY gene in vanB cluster	3002956	Strict	32.09	103.36	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	chromosome_like	0.5944	0.2712	0.1344
pilot8	ERR1713334	k141_449823	k141_449823_1 # 272 # 1267 # 1 # ID=79643_1;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.602	vanH gene in vanO cluster	3002948	Strict	40.97	94.57	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	vancomycin	yes	chromosome_like	0.7686	0.1682	0.0632
pilot8	ERR1713334	k141_52795	k141_52795_3 # 290 # 1786 # 1 # ID=79985_3;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.377	vanW gene in vanI cluster	3003724	Strict	24.51	133.51	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.4228	0.3163	0.2609
pilot8	ERR1713334	k141_516689	k141_516689_1 # 76 # 1236 # 1 # ID=81370_1;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.249	vanW gene in vanI cluster	3003724	Strict	28.66	103.75	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.7338	0.1502	0.116
pilot8	ERR1713334	k141_318102	k141_318102_71 # 65937 # 66737 # 1 # ID=81409_71;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.409	vanY gene in vanM cluster	3002961	Strict	28.28	114.16	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.6663	0.2269	0.1068
pilot8	ERR1713334	k141_318544	k141_318544_1 # 409 # 1254 # -1 # ID=81981_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.538	aadA6	3002606	Perfect	100.0	100.00	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	spectinomycin; streptomycin	yes	plasmid_like	0.0819	0.75	0.1681
pilot8	ERR1713334	k141_186794	k141_186794_2 # 379 # 1203 # 1 # ID=82052_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.467	OXA-211	3001710	Strict	97.45	100.00	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	cloxacillin; oxacillin; cefalotin	yes	plasmid_like	0.4406	0.5037	0.0557
pilot8	ERR1713334	k141_517755	k141_517755_2 # 264 # 1121 # 1 # ID=82898_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.374	vanW gene in vanG cluster	3002965	Strict	31.29	101.42	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin	yes	plasmid_like	0.3164	0.4449	0.2387
pilot8	ERR1713334	k141_55206	k141_55206_3 # 2665 # 4521 # -1 # ID=83086_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.355	vanT gene in vanG cluster	3002972	Strict	33.75	86.80	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.9783	0.0152	0.0064
pilot8	ERR1713334	k141_386761	k141_386761_2 # 627 # 959 # 1 # ID=84330_2;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.435	Escherichia coli emrE	3004039	Strict	98.18	100.00	macrolide antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	erythromycin	yes	chromosome_like	0.5635	0.357	0.0795
pilot8	ERR1713334	k141_255918	k141_255918_2 # 1834 # 3012 # -1 # ID=85103_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.408	vanT gene in vanG cluster	3002972	Strict	38.77	55.06	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.9009	0.0654	0.0337
pilot8	ERR1713334	k141_189641	k141_189641_2 # 77 # 829 # 1 # ID=86078_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.625	vanXY gene in vanG cluster	3003069	Strict	47.83	98.43	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanXY	vancomycin	yes	chromosome_like	0.7638	0.1214	0.1147
pilot8	ERR1713334	k141_189641	k141_189641_3 # 816 # 1400 # 1 # ID=86078_3;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.591	vanT gene in vanG cluster	3002972	Strict	46.5	27.39	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.7638	0.1214	0.1147
pilot8	ERR1713334	k141_124102	k141_124102_2 # 464 # 1189 # 1 # ID=86312_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.326	vanY gene in vanB cluster	3002956	Strict	47.77	89.93	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	plasmid_like	0.3197	0.5009	0.1794
pilot8	ERR1713334	k141_321621	k141_321621_1 # 164 # 1036 # 1 # ID=86339_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.490	vanY gene in vanB cluster	3002956	Strict	34.56	108.21	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	chromosome_like	0.6755	0.1989	0.1256
pilot8	ERR1713334	k141_124811	k141_124811_1 # 386 # 2305 # -1 # ID=87309_1;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=4bp;gc_cont=0.406	tet(O)	3000190	Strict	98.75	100.00	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	yes	plasmid_like	0.0765	0.8297	0.0937
pilot8	ERR1713334	k141_323403	k141_323403_3 # 550 # 1044 # -1 # ID=88842_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.558	nimJ	3007112	Strict	57.59	99.39	nitroimidazole antibiotic	antibiotic inactivation	nitroimidazole reductase	metronidazole	yes	chromosome_like	0.7032	0.2438	0.0531
pilot8	ERR1713334	k141_191606	k141_191606_2 # 483 # 1649 # 1 # ID=88862_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.374	tet(X)	3000205	Strict	99.48	100.00	glycylcycline; tetracycline antibiotic	antibiotic inactivation	tetracycline inactivation enzyme	tigecycline; tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	yes	chromosome_like	0.4831	0.4751	0.0418
pilot8	ERR1713334	k141_456735	k141_456735_1 # 991 # 1956 # 1 # ID=89374_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.356	CfxA2	3003002	Perfect	100.0	100.00	cephamycin	antibiotic inactivation	CfxA beta-lactamase		yes	plasmid_like	0.0031	0.9831	0.0139
pilot8	ERR1713334	k141_390390	k141_390390_3 # 1071 # 2723 # 1 # ID=89718_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.511	ArnT	3005053	Strict	63.88	99.82	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	colistin A; colistin B	yes	plasmid_like	0.4012	0.5297	0.0691
pilot8	ERR1713334	k141_522664	k141_522664_2 # 386 # 1123 # -1 # ID=89887_2;partial=00;start_type=ATG;rbs_motif=AAAAAA;rbs_spacer=12bp;gc_cont=0.411	vanY gene in vanB cluster	3002956	Strict	42.06	91.42	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	virus_like	0.2029	0.3457	0.4514
pilot8	ERR1713334	k141_60396	k141_60396_3 # 798 # 1076 # -1 # ID=90463_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.398	vanY gene in vanB cluster	3002956	Strict	46.59	34.33	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	plasmid_like	0.3868	0.4275	0.1857
pilot8	ERR1713334	k141_523070	k141_523070_2 # 1434 # 2249 # 1 # ID=90489_2;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.668	vanY gene in vanB cluster	3002956	Strict	31.05	101.12	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	plasmid_like	0.2469	0.6703	0.0828
pilot8	ERR1713334	k141_324775	k141_324775_2 # 485 # 808 # -1 # ID=90728_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.509	Escherichia coli soxS with mutation conferring antibiotic resistance	3003511	Strict	100.0	100.00	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	tigecycline; ciprofloxacin; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan; enrofloxacin	yes	chromosome_like	0.662	0.2985	0.0395
pilot8	ERR1713334	k141_324775	k141_324775_3 # 894 # 1358 # 1 # ID=90728_3;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.520	Escherichia coli soxR with mutation conferring antibiotic resistance	3003381	Strict	100.0	100.00	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	tigecycline; ciprofloxacin; tetracycline; rifampin; chloramphenicol; ampicillin; nalidixic acid; norfloxacin; cefalotin; triclosan	yes	chromosome_like	0.662	0.2985	0.0395
pilot8	ERR1713334	k141_259988	k141_259988_2 # 625 # 948 # 1 # ID=90972_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.543	qacG	3007015	Strict	46.15	100.00	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	yes	chromosome_like	0.7289	0.149	0.1222
pilot8	ERR1713334	k141_391546	k141_391546_16 # 12874 # 16056 # 1 # ID=91489_16;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.663	adeF	3000777	Strict	60.0	100.09	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	yes	plasmid_like	0.008	0.9846	0.0074
pilot8	ERR1713334	k141_194742	k141_194742_2 # 655 # 1455 # -1 # ID=93171_2;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.414	OXA-827	3006024	Strict	98.87	100.00	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	cloxacillin; oxacillin; cefalotin	yes	plasmid_like	0.1727	0.6757	0.1515
pilot8	ERR1713334	k141_326673	k141_326673_2 # 821 # 1624 # -1 # ID=93246_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.313	lnuB	3002836	Strict	98.88	100.00	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	lincomycin; clindamycin	yes	plasmid_like	0.0121	0.973	0.0149
pilot8	ERR1713334	k141_326673	k141_326673_3 # 1678 # 2964 # -1 # ID=93246_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.324	lsaE	3003206	Strict	98.13	86.64	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection	lsa-type ABC-F protein	lincomycin; pleuromutilin	yes	plasmid_like	0.0121	0.973	0.0149
pilot8	ERR1713334	k141_129514	k141_129514_1 # 3 # 440 # 1 # ID=93825_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.260	vanXY gene in vanG cluster	3003069	Strict	55.78	57.09	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanXY	vancomycin	yes	plasmid_like	0.2761	0.386	0.3379
pilot8	ERR1713334	k141_129514	k141_129514_2 # 440 # 1435 # 1 # ID=93825_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.232	vanT gene in vanG cluster	3002972	Strict	41.72	46.49	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	plasmid_like	0.2761	0.386	0.3379
pilot8	ERR1713334	k141_195720	k141_195720_1 # 77 # 1717 # 1 # ID=94432_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.500	vanW gene in vanI cluster	3003724	Strict	28.8	146.38	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.9675	0.023	0.0094
pilot8	ERR1713334	k141_131009	k141_131009_5 # 4813 # 5757 # -1 # ID=95931_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.460	leuO	3003843	Strict	99.68	100.00	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	acriflavine; puromycin	yes	chromosome_like	0.4233	0.411	0.1657
pilot8	ERR1713334	k141_527614	k141_527614_3 # 898 # 1821 # 1 # ID=96768_3;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.673	vanY gene in vanB cluster	3002956	Strict	36.22	114.55	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	plasmid_like	0.4309	0.5046	0.0646
pilot8	ERR1713334	k141_395980	k141_395980_3 # 1055 # 1906 # 1 # ID=97517_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.478	vanY gene in vanB cluster	3002956	Strict	37.93	105.60	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	chromosome_like	0.6286	0.2524	0.119
